season,date,home,away,result,model_h,model_d,model_a,mkt_h,mkt_d,mkt_a,mkt_source,mkt_n_books,prior_h,prior_d,prior_a,ps_open_h,ps_open_d,ps_open_a,ps_close_h,ps_close_d,ps_close_a,bet,clv,ev_at_close,stake_flat,stake_kelly,won,pnl_flat,pnl_kelly
2019-20,2019-08-17,Arsenal,Burnley,H,0.669480,0.190790,0.139731,0.713750,0.179377,0.106873,ps,1,0.474561,0.222807,0.302632,1.340000,5.680000,9.350000,1.380000,5.350000,8.780000,A,0.064920,-0.000738,0.010000,0.009176,False,-0.010000,-0.009176
2019-20,2019-08-17,Aston Villa,Bournemouth,A,0.517940,0.247634,0.234426,0.425048,0.262379,0.312573,ps,1,0.474561,0.222807,0.302632,2.320000,3.560000,3.170000,2.300000,3.690000,3.110000,H,0.008696,-0.013888,0.010000,0.020000,False,-0.010000,-0.020000
2019-20,2019-08-17,Brighton,West Ham,D,0.321939,0.268752,0.409310,0.440503,0.269012,0.290485,ps,1,0.474561,0.222807,0.302632,2.580000,3.380000,2.920000,2.220000,3.600000,3.340000,A,-0.125749,-0.151783,0.010000,0.020000,False,-0.010000,-0.020000
2019-20,2019-08-17,Everton,Watford,H,0.646389,0.201082,0.152529,0.529353,0.263961,0.206686,ps,1,0.474561,0.222807,0.302632,1.760000,3.950000,4.870000,1.850000,3.660000,4.640000,H,-0.048649,-0.068339,0.010000,0.020000,True,0.007600,0.015200
2019-20,2019-08-17,Man City,Tottenham,D,0.808544,0.119182,0.072274,0.718459,0.169767,0.111774,ps,1,0.474561,0.222807,0.302632,1.370000,5.420000,8.710000,1.370000,5.630000,8.390000,H,0.000000,-0.015711,0.010000,0.020000,False,-0.010000,-0.020000
2019-20,2019-08-17,Norwich,Newcastle,H,0.457076,0.261938,0.280986,0.457552,0.271612,0.270835,ps,1,0.474561,0.222807,0.302632,2.250000,3.420000,3.440000,2.140000,3.570000,3.580000,H,0.051402,0.029493,0.010000,0.005684,True,0.012500,0.007105
2019-20,2019-08-17,Southampton,Liverpool,A,0.081334,0.130707,0.787959,0.147516,0.210343,0.642141,ps,1,0.474561,0.222807,0.302632,7.040000,4.720000,1.480000,6.430000,4.570000,1.530000,A,-0.032680,-0.049631,0.010000,0.020000,True,0.004800,0.009600
2019-20,2019-08-18,Chelsea,Leicester,D,0.632898,0.206852,0.160251,0.567988,0.248394,0.183618,ps,1,0.474561,0.222807,0.302632,1.740000,3.790000,5.280000,1.730000,3.900000,5.230000,H,0.005780,-0.011701,0.010000,0.020000,False,-0.010000,-0.020000
2019-20,2019-08-18,Sheffield United,Crystal Palace,H,0.396820,0.269806,0.333375,0.390280,0.292744,0.316976,ps,1,0.474561,0.222807,0.302632,2.600000,3.210000,3.020000,2.510000,3.330000,3.080000,H,0.035857,0.014728,0.010000,0.004958,True,0.016000,0.007933
2019-20,2019-08-19,Wolves,Man United,D,0.376710,0.270811,0.352479,0.326483,0.292352,0.381164,ps,1,0.474561,0.222807,0.302632,3.400000,3.290000,2.330000,2.980000,3.320000,2.560000,H,0.140940,0.110043,0.010000,0.020000,False,-0.010000,-0.020000
2019-20,2019-08-23,Aston Villa,Everton,H,0.312880,0.267664,0.419456,0.313595,0.284470,0.401935,ps,1,0.474561,0.222807,0.302632,3.220000,3.540000,2.310000,3.100000,3.410000,2.430000,H,0.038710,0.009776,0.010000,0.000842,True,0.022200,0.001868
2019-20,2019-08-24,Brighton,Southampton,A,0.442739,0.264423,0.292837,0.419734,0.298105,0.282161,ps,1,0.474561,0.222807,0.302632,2.450000,3.280000,3.180000,2.330000,3.260000,3.440000,H,0.051502,0.028349,0.010000,0.014605,False,-0.010000,-0.014605
2019-20,2019-08-24,Liverpool,Arsenal,H,0.742846,0.154908,0.102246,0.672983,0.186799,0.140218,ps,1,0.474561,0.222807,0.302632,1.480000,4.980000,6.470000,1.460000,5.120000,6.740000,H,0.013699,-0.003985,0.010000,0.020000,True,0.004800,0.009600
2019-20,2019-08-24,Man United,Crystal Palace,A,0.609710,0.216326,0.173964,0.718819,0.179940,0.101241,ps,1,0.474561,0.222807,0.302632,1.360000,5.260000,9.590000,1.370000,5.330000,9.230000,A,0.039003,-0.029104,0.010000,0.019450,True,0.085900,0.167079
2019-20,2019-08-24,Norwich,Chelsea,A,0.312924,0.267670,0.419406,0.232209,0.248055,0.519736,ps,1,0.474561,0.222807,0.302632,4.130000,4.070000,1.850000,4.170000,3.910000,1.890000,H,-0.009592,-0.040977,0.010000,0.020000,False,-0.010000,-0.020000
2019-20,2019-08-24,Sheffield United,Leicester,A,0.458324,0.261705,0.279971,0.304286,0.295745,0.399970,ps,1,0.474561,0.222807,0.302632,3.520000,3.290000,2.280000,3.190000,3.280000,2.440000,H,0.103448,0.071085,0.010000,0.020000,False,-0.010000,-0.020000
2019-20,2019-08-24,Watford,West Ham,A,0.337260,0.270085,0.392655,0.453039,0.268342,0.278619,ps,1,0.474561,0.222807,0.302632,2.160000,3.520000,3.570000,2.160000,3.610000,3.480000,A,0.025862,-0.005331,0.010000,0.020000,True,0.025700,0.051400
2019-20,2019-08-25,Bournemouth,Man City,A,0.082468,0.132105,0.785427,0.052011,0.097992,0.849998,ps,1,0.474561,0.222807,0.302632,14.880000,7.520000,1.200000,17.000000,9.500000,1.160000,H,-0.124706,-0.226081,0.010000,0.004091,False,-0.010000,-0.004091
2019-20,2019-08-25,Tottenham,Newcastle,A,0.659535,0.195285,0.145180,0.768282,0.152489,0.079230,ps,1,0.474561,0.222807,0.302632,1.260000,6.460000,12.010000,1.280000,6.210000,11.480000,A,0.046167,-0.048453,0.010000,0.016885,True,0.110100,0.185902
2019-20,2019-08-25,Wolves,Burnley,D,0.598115,0.220844,0.181041,0.551999,0.276820,0.171181,ps,1,0.474561,0.222807,0.302632,1.830000,3.520000,5.060000,1.780000,3.510000,5.600000,H,0.028090,0.010157,0.010000,0.020000,False,-0.010000,-0.020000
2019-20,2019-08-31,Burnley,Liverpool,A,0.093935,0.145676,0.760388,0.100768,0.165098,0.734134,ps,1,0.474561,0.222807,0.302632,10.240000,5.370000,1.340000,9.220000,5.770000,1.340000,A,0.000000,-0.016261,0.010000,0.013912,True,0.003400,0.004730
2019-20,2019-08-31,Chelsea,Sheffield United,D,0.667449,0.191715,0.140836,0.681306,0.205569,0.113124,ps,1,0.474561,0.222807,0.302632,1.360000,5.120000,10.230000,1.440000,4.650000,8.210000,A,0.246041,0.157262,0.010000,0.011938,False,-0.010000,-0.011938
2019-20,2019-08-31,Crystal Palace,Aston Villa,H,0.571579,0.230604,0.197817,0.427482,0.286690,0.285828,ps,1,0.474561,0.222807,0.302632,2.220000,3.440000,3.500000,2.290000,3.390000,3.400000,H,-0.030568,-0.050991,0.010000,0.020000,True,0.012200,0.024400
2019-20,2019-08-31,Leicester,Bournemouth,H,0.572466,0.230291,0.197243,0.583939,0.239274,0.176787,ps,1,0.474561,0.222807,0.302632,1.710000,4.120000,4.950000,1.680000,4.030000,5.400000,,,,0.000000,0.000000,False,-0.000000,-0.000000
2019-20,2019-08-31,Man City,Brighton,H,0.931215,0.045060,0.023725,0.906753,0.070370,0.022877,ps,1,0.474561,0.222807,0.302632,1.080000,13.010000,34.710000,1.090000,13.060000,35.170000,H,-0.009174,-0.020707,0.010000,0.017850,True,0.000800,0.001428
2019-20,2019-08-31,Newcastle,Watford,D,0.610041,0.216195,0.173764,0.386153,0.302968,0.310878,ps,1,0.474561,0.222807,0.302632,2.730000,3.220000,2.860000,2.530000,3.210000,3.130000,H,0.079051,0.054198,0.010000,0.020000,False,-0.010000,-0.020000
2019-20,2019-08-31,Southampton,Man United,D,0.272875,0.259980,0.467145,0.235373,0.270991,0.493636,ps,1,0.474561,0.222807,0.302632,3.830000,3.410000,2.120000,4.120000,3.590000,1.990000,H,-0.070388,-0.098520,0.010000,0.003985,False,-0.010000,-0.003985
2019-20,2019-08-31,West Ham,Norwich,H,0.535379,0.242517,0.222104,0.509081,0.235302,0.255617,ps,1,0.474561,0.222807,0.302632,1.910000,3.930000,4.040000,1.930000,4.120000,3.800000,H,-0.010363,-0.027656,0.010000,0.006201,True,0.009100,0.005643
2019-20,2019-09-01,Arsenal,Tottenham,D,0.517680,0.247707,0.234613,0.377827,0.262690,0.359483,ps,1,0.474561,0.222807,0.302632,2.380000,3.670000,3.000000,2.590000,3.700000,2.720000,H,-0.081081,-0.100772,0.010000,0.020000,False,-0.010000,-0.020000
2019-20,2019-09-01,Everton,Wolves,H,0.461673,0.261066,0.277261,0.472165,0.296369,0.231466,ps,1,0.474561,0.222807,0.302632,2.170000,3.360000,3.710000,2.080000,3.290000,4.190000,A,-0.114558,-0.141262,0.010000,0.002642,False,-0.010000,-0.002642
2019-20,2019-09-14,Brighton,Burnley,D,0.357613,0.270927,0.371460,0.455097,0.281865,0.263038,ps,1,0.474561,0.222807,0.302632,2.170000,3.350000,3.750000,2.150000,3.440000,3.680000,A,0.019022,-0.013607,0.010000,0.020000,False,-0.010000,-0.020000
